mean_fit_time|params|mean_test_accuracy|std_test_accuracy|mean_test_f1|std_test_f1|mean_test_balanced_accuracy|std_test_balanced_accuracy|mean_test_roc_auc|std_test_roc_auc|Model|Dataset
0.39546756744384765|{'criterion': 'gini', 'max_depth': 5}|0.7534503112255849|0.000298088525699305|0.022615975877704104|0.004349734677301599|0.5048963311775931|0.0008608158896020071|0.770432805182679|0.0025054307024922097|DecisionTreeClassifier()|ROS 33% UMAP
0.644961929321289|{'criterion': 'gini', 'max_depth': 10}|0.8192584245546255|0.001315765377842808|0.5951863754046085|0.018704612956516778|0.7247498147103092|0.013566411519207114|0.8790687700569851|0.0005280951004113837|DecisionTreeClassifier()|ROS 33% UMAP
0.5864294052124024|{'criterion': 'entropy', 'max_depth': 5}|0.7531015239321743|0.00022549797584728225|0.019298711744355376|0.0034079388137735153|0.5040920389511854|0.000617283272418824|0.7684398107304199|0.002854826457591239|DecisionTreeClassifier()|ROS 33% UMAP
0.9199853897094726|{'criterion': 'entropy', 'max_depth': 10}|0.8173159476282464|0.0044277773686989715|0.596518433329658|0.020926647875867073|0.7262975506216459|0.014185513969142893|0.8780944848741546|0.0027158079055502955|DecisionTreeClassifier()|ROS 33% UMAP
